F-lost	   TF_cost	min-1	mean-1	max-1	w-mean-1	ext2-1	
0.2268	1.5635e+005	0.8633	0.9285	0.9937	0.9937	0.0016	
0.2278	1.5615e+005	0.8627	0.9281	0.9936	0.9936	0.0016	
0.2288	1.5595e+005	0.8620	0.9277	0.9935	0.9935	0.0016	
0.2298	1.5575e+005	0.8609	0.9272	0.9934	0.9934	0.0017	
0.2308	1.5554e+005	0.8600	0.9266	0.9933	0.9933	0.0017	
0.2318	1.5534e+005	0.8593	0.9262	0.9932	0.9932	0.0017	
0.2328	1.5514e+005	0.8589	0.9260	0.9931	0.9931	0.0017	
0.2338	1.5494e+005	0.8582	0.9256	0.9930	0.9930	0.0018	
0.2348	1.5474e+005	0.8576	0.9252	0.9929	0.9929	0.0018	
0.2358	1.5453e+005	0.8572	0.9250	0.9928	0.9928	0.0018	
0.2368	1.5433e+005	0.8563	0.9245	0.9927	0.9927	0.0018	
0.2378	1.5413e+005	0.8553	0.9239	0.9926	0.9926	0.0019	
0.2388	1.5393e+005	0.8543	0.9234	0.9925	0.9925	0.0019	
0.2398	1.5373e+005	0.8536	0.9230	0.9924	0.9924	0.0019	
0.2408	1.5352e+005	0.8529	0.9226	0.9923	0.9923	0.0019	
0.2418	1.5332e+005	0.8525	0.9224	0.9922	0.9922	0.0020	
0.2428	1.5312e+005	0.8516	0.9218	0.9921	0.9921	0.0020	
0.2438	1.5292e+005	0.8506	0.9213	0.9920	0.9920	0.0020	
0.2448	1.5272e+005	0.8499	0.9209	0.9919	0.9919	0.0020	
0.2458	1.5251e+005	0.8494	0.9206	0.9917	0.9917	0.0021	
0.2468	1.5231e+005	0.8488	0.9202	0.9916	0.9916	0.0021	
0.2478	1.5211e+005	0.8480	0.9198	0.9915	0.9915	0.0021	
0.2488	1.5191e+005	0.8471	0.9193	0.9914	0.9914	0.0022	
0.2498	1.5171e+005	0.8463	0.9188	0.9913	0.9913	0.0022	
0.2508	1.515e+005	0.8457	0.9184	0.9912	0.9912	0.0022	
0.2518	1.513e+005	0.8451	0.9181	0.9911	0.9911	0.0022	
0.2527	1.511e+005	0.8445	0.9177	0.9910	0.9910	0.0023	
0.2537	1.509e+005	0.8441	0.9174	0.9908	0.9908	0.0023	
0.2547	1.507e+005	0.8434	0.9171	0.9907	0.9907	0.0023	
0.2557	1.5049e+005	0.8429	0.9167	0.9906	0.9906	0.0024	
0.2567	1.5029e+005	0.8419	0.9162	0.9905	0.9905	0.0024	
0.2577	1.5009e+005	0.8408	0.9156	0.9904	0.9904	0.0024	
0.2587	1.4989e+005	0.8403	0.9153	0.9902	0.9902	0.0025	
0.2597	1.4969e+005	0.8394	0.9148	0.9901	0.9901	0.0025	
0.2607	1.4948e+005	0.8388	0.9144	0.9900	0.9900	0.0025	
0.2617	1.4928e+005	0.8382	0.9140	0.9899	0.9899	0.0025	
0.2627	1.4908e+005	0.8374	0.9136	0.9897	0.9897	0.0026	
0.2637	1.4888e+005	0.8362	0.9129	0.9896	0.9896	0.0026	
0.2647	1.4868e+005	0.8354	0.9124	0.9895	0.9895	0.0026	
0.2657	1.4847e+005	0.8348	0.9121	0.9893	0.9893	0.0027	
0.2667	1.4827e+005	0.8341	0.9116	0.9892	0.9892	0.0027	
0.2677	1.4807e+005	0.8329	0.9110	0.9891	0.9891	0.0027	
0.2687	1.4787e+005	0.8320	0.9105	0.9889	0.9889	0.0028	
0.2697	1.4767e+005	0.8314	0.9101	0.9888	0.9888	0.0028	
0.2707	1.4746e+005	0.8305	0.9096	0.9886	0.9886	0.0029	
0.2717	1.4726e+005	0.8294	0.9089	0.9885	0.9885	0.0029	
0.2727	1.4706e+005	0.8287	0.9085	0.9884	0.9884	0.0029	
0.2737	1.4686e+005	0.8278	0.9080	0.9882	0.9882	0.0030	
0.2747	1.4666e+005	0.8273	0.9077	0.9881	0.9881	0.0030	
0.2757	1.4645e+005	0.8262	0.9071	0.9879	0.9879	0.0030	
0.2767	1.4625e+005	0.8260	0.9069	0.9878	0.9878	0.0031	
0.2777	1.4605e+005	0.8251	0.9064	0.9876	0.9876	0.0031	
0.2787	1.4585e+005	0.8243	0.9059	0.9875	0.9875	0.0031	
0.2797	1.4565e+005	0.8240	0.9057	0.9873	0.9873	0.0032	
0.2807	1.4544e+005	0.8231	0.9051	0.9872	0.9872	0.0032	
0.2817	1.4524e+005	0.8227	0.9049	0.9870	0.9870	0.0033	
0.2827	1.4504e+005	0.8217	0.9043	0.9869	0.9869	0.0033	
0.2837	1.4484e+005	0.8214	0.9041	0.9868	0.9868	0.0033	
0.2847	1.4464e+005	0.8211	0.9038	0.9866	0.9866	0.0034	
0.2857	1.4443e+005	0.8200	0.9032	0.9864	0.9864	0.0034	
0.2867	1.4423e+005	0.8193	0.9028	0.9863	0.9863	0.0034	
0.2877	1.4403e+005	0.8191	0.9026	0.9861	0.9861	0.0035	
0.2887	1.4383e+005	0.8188	0.9024	0.9859	0.9859	0.0035	
0.2897	1.4363e+005	0.8181	0.9019	0.9858	0.9858	0.0036	
0.2907	1.4342e+005	0.8174	0.9015	0.9856	0.9856	0.0036	
0.2917	1.4322e+005	0.8170	0.9012	0.9855	0.9855	0.0037	
0.2927	1.4302e+005	0.8165	0.9009	0.9853	0.9853	0.0037	
0.2937	1.4282e+005	0.8155	0.9003	0.9851	0.9851	0.0037	
0.2947	1.4262e+005	0.8149	0.8999	0.9849	0.9849	0.0038	
0.2957	1.4241e+005	0.8143	0.8995	0.9848	0.9848	0.0038	
0.2967	1.4221e+005	0.8134	0.8990	0.9846	0.9846	0.0039	
0.2977	1.4201e+005	0.8127	0.8986	0.9844	0.9844	0.0039	
0.2987	1.4181e+005	0.8122	0.8983	0.9844	0.9844	0.0039	
0.2997	1.4161e+005	0.8087	0.8965	0.9843	0.9843	0.0039	
0.3007	1.414e+005	0.8031	0.8936	0.9842	0.9842	0.0040	
0.3017	1.412e+005	0.7957	0.8899	0.9841	0.9841	0.0040	
0.3027	1.41e+005 	0.7936	0.8888	0.9839	0.9839	0.0040	
0.3037	1.408e+005	0.7929	0.8883	0.9837	0.9837	0.0041	
0.3047	1.406e+005	0.7925	0.8880	0.9836	0.9836	0.0041	
0.3057	1.4039e+005	0.7917	0.8875	0.9834	0.9834	0.0042	
0.3067	1.4019e+005	0.7911	0.8872	0.9832	0.9832	0.0042	
0.3077	1.3999e+005	0.7904	0.8867	0.9830	0.9830	0.0043	
0.3087	1.3979e+005	0.7896	0.8862	0.9828	0.9828	0.0043	
0.3097	1.3959e+005	0.7891	0.8859	0.9826	0.9826	0.0044	
0.3107	1.3938e+005	0.7883	0.8854	0.9824	0.9824	0.0044	
0.3117	1.3918e+005	0.7878	0.8850	0.9823	0.9823	0.0045	
0.3127	1.3898e+005	0.7869	0.8845	0.9821	0.9821	0.0045	
0.3137	1.3878e+005	0.7863	0.8841	0.9819	0.9819	0.0046	
0.3147	1.3858e+005	0.7852	0.8835	0.9817	0.9817	0.0046	
0.3157	1.3837e+005	0.7848	0.8831	0.9815	0.9815	0.0047	
0.3167	1.3817e+005	0.7841	0.8827	0.9813	0.9813	0.0047	
0.3177	1.3797e+005	0.7832	0.8821	0.9811	0.9811	0.0048	
0.3187	1.3777e+005	0.7823	0.8816	0.9809	0.9809	0.0048	
0.3197	1.3757e+005	0.7814	0.8810	0.9807	0.9807	0.0049	
0.3207	1.3736e+005	0.7807	0.8806	0.9805	0.9805	0.0049	
0.3217	1.3716e+005	0.7800	0.8801	0.9802	0.9802	0.0050	
0.3227	1.3696e+005	0.7790	0.8795	0.9800	0.9800	0.0050	
0.3237	1.3676e+005	0.7784	0.8791	0.9798	0.9798	0.0051	
0.3247	1.3656e+005	0.7772	0.8784	0.9796	0.9796	0.0051	
0.3257	1.3635e+005	0.7765	0.8780	0.9794	0.9794	0.0052	
0.3267	1.3615e+005	0.7755	0.8773	0.9792	0.9792	0.0052	
0.3277	1.3595e+005	0.7742	0.8766	0.9790	0.9790	0.0053	
0.3287	1.3575e+005	0.7736	0.8762	0.9787	0.9787	0.0054	
0.3297	1.3555e+005	0.7728	0.8756	0.9785	0.9785	0.0054	
0.3307	1.3534e+005	0.7717	0.8750	0.9783	0.9783	0.0055	
0.3317	1.3514e+005	0.7711	0.8746	0.9781	0.9781	0.0055	
0.3327	1.3494e+005	0.7705	0.8742	0.9778	0.9778	0.0056	
0.3337	1.3474e+005	0.7695	0.8736	0.9776	0.9776	0.0056	
0.3347	1.3454e+005	0.7688	0.8731	0.9774	0.9774	0.0057	
0.3357	1.3433e+005	0.7685	0.8728	0.9771	0.9771	0.0058	
0.3367	1.3413e+005	0.7674	0.8722	0.9769	0.9769	0.0058	
0.3377	1.3393e+005	0.7671	0.8719	0.9767	0.9767	0.0059	
0.3387	1.3373e+005	0.7659	0.8712	0.9765	0.9765	0.0059	
0.3397	1.3353e+005	0.7649	0.8706	0.9762	0.9762	0.0060	
0.3407	1.3332e+005	0.7643	0.8701	0.9760	0.9760	0.0061	
0.3417	1.3312e+005	0.7636	0.8697	0.9758	0.9758	0.0061	
0.3427	1.3292e+005	0.7627	0.8691	0.9755	0.9755	0.0062	
0.3437	1.3272e+005	0.7617	0.8685	0.9753	0.9753	0.0062	
0.3447	1.3252e+005	0.7616	0.8683	0.9750	0.9750	0.0063	
0.3457	1.3231e+005	0.7607	0.8678	0.9748	0.9748	0.0064	
0.3467	1.3211e+005	0.7596	0.8671	0.9745	0.9745	0.0064	
0.3477	1.3191e+005	0.7588	0.8665	0.9743	0.9743	0.0065	
0.3487	1.3171e+005	0.7588	0.8664	0.9741	0.9741	0.0065	
0.3496	1.3151e+005	0.7581	0.8660	0.9739	0.9739	0.0066	
0.3506	1.313e+005	0.7580	0.8658	0.9736	0.9736	0.0067	
0.3516	1.311e+005	0.7566	0.8650	0.9734	0.9734	0.0067	
0.3526	1.309e+005	0.7563	0.8647	0.9732	0.9732	0.0068	
