F-lost	   TF_cost	min-1	mean-1	max-1	w-mean-1	ext2-1	min-2	mean-2	max-2	w-mean-2	ext2-2	
0.1948	1.6282e+005	0.8354	0.9150	0.9946	0.9946	0.0013	0.9694	0.9694	0.9694	0.0000	0.0000	
0.1958	1.6261e+005	0.8345	0.9145	0.9945	0.9945	0.0014	0.9690	0.9690	0.9690	0.0000	0.0000	
0.1968	1.6241e+005	0.8336	0.9140	0.9944	0.9944	0.0014	0.9687	0.9687	0.9687	0.0000	0.0000	
0.1978	1.6221e+005	0.8331	0.9137	0.9943	0.9943	0.0014	0.9683	0.9683	0.9683	0.0000	0.0000	
0.1988	1.6201e+005	0.8324	0.9133	0.9943	0.9943	0.0014	0.9680	0.9680	0.9680	0.0000	0.0000	
0.1998	1.6181e+005	0.8316	0.9129	0.9942	0.9942	0.0015	0.9676	0.9676	0.9676	0.0000	0.0000	
0.2008	1.616e+005	0.8307	0.9124	0.9941	0.9941	0.0015	0.9673	0.9673	0.9673	0.0000	0.0000	
0.2018	1.614e+005	0.8298	0.9119	0.9940	0.9940	0.0015	0.9669	0.9669	0.9669	0.0000	0.0000	
0.2028	1.612e+005	0.8287	0.9113	0.9939	0.9939	0.0015	0.9666	0.9666	0.9666	0.0000	0.0000	
0.2038	1.61e+005 	0.8277	0.9107	0.9938	0.9938	0.0016	0.9662	0.9662	0.9662	0.0000	0.0000	
0.2048	1.608e+005	0.8270	0.9103	0.9937	0.9937	0.0016	0.9659	0.9659	0.9659	0.0000	0.0000	
0.2058	1.6059e+005	0.8259	0.9097	0.9936	0.9936	0.0016	0.9655	0.9655	0.9655	0.0000	0.0000	
0.2068	1.6039e+005	0.8252	0.9093	0.9935	0.9935	0.0016	0.9651	0.9651	0.9651	0.0000	0.0000	
0.2078	1.6019e+005	0.8242	0.9088	0.9934	0.9934	0.0017	0.9648	0.9648	0.9648	0.0000	0.0000	
0.2088	1.5999e+005	0.8233	0.9083	0.9933	0.9933	0.0017	0.9644	0.9644	0.9644	0.0000	0.0000	
0.2098	1.5979e+005	0.8220	0.9076	0.9932	0.9932	0.0017	0.9640	0.9640	0.9640	0.0000	0.0000	
0.2108	1.5958e+005	0.8207	0.9069	0.9930	0.9930	0.0017	0.9637	0.9637	0.9637	0.0000	0.0000	
0.2118	1.5938e+005	0.8202	0.9066	0.9929	0.9929	0.0018	0.9633	0.9633	0.9633	0.0000	0.0000	
0.2128	1.5918e+005	0.8189	0.9058	0.9928	0.9928	0.0018	0.9629	0.9629	0.9629	0.0000	0.0000	
